english,urdu_ref,urdu_google,urdu_meta,bleu_google,bleu_meta
keep your eye on him,میں اسے دیکھوں گا۔,اس پر نظر رکھو,آپ کی آنکھیں اس پر رکھیں,0.0,0.0
i will look it up,مجھے ہنسی آ گئی ہے۔,میں اسے دیکھوں گا۔,میں اسے دیکھوں گا,0.0,0.0
i have got goosebumps,زین جانتا تھا کہ کہاں جانا ہے۔,مجھے ہنسی آ گئی ہے۔,مجھے گھوڑے ملے ہیں,7.160476144948854,0.0
zain knew where to go,زین نے آپ کو ڈھونڈ لیا؟,زین جانتا تھا کہ کہاں جانا ہے۔,زینب جانتا ہے کہ کہاں جانا چاہئے,6.567274736060395,0.0
did zain find you,جو بھی ہوتا ہے۔,زین نے آپ کو ڈھونڈ لیا؟,میں نے تمہیں پایا,0.0,0.0
do whatever it takes,زین اب بھی وہاں ہے,جو کچھ بھی لیتا ہے کرو,جو کچھ بھی کرنا چاہیے,9.652434877402245,10.682175159905853
zain is still there,کیا میں اب آپکو کال کر سکتا ھوں,زین اب بھی وہاں ہے,زینب اب بھی وہاں ہے,5.862502026550899,5.862502026550899
when can i call you,وہ کہتے ہیں کہ وہ بیمار ہے,میں آپ کو کب کال کر سکتا ہوں,جب میں تمہیں کال کر سکتا ہوں,0.0,0.0
they say he is sick,اس کے پاس پیسے نہیں تھے اس لیے میں نے بل ادا کیا۔,وہ کہتے ہیں کہ وہ بیمار ہے,کہتے ہیں کہ وہ بیمار ہے,0.0,0.0
he had no money that is why i paid the bill,اس طرح میں نے یہ کیا,اس کے پاس پیسے نہیں تھے اس لیے میں نے بل ادا کیا۔,اس کے پاس پیسہ نہیں تھا لہذا میں نے اکاؤنٹ ادا کیا,6.837203339116283,8.054496384843702
this is how i did it,اس نے اپنا گلا صاف کیا,اس طرح میں نے یہ کیا,میں نے ایسا کیسے کیا,10.682175159905853,10.40059768900531
he cleared his throat,یہ مجھے ایک خوش قسمتی کی لاگت آئے گی,اس نے اپنا گلا صاف کیا,اس نے اپنے گردن کو صاف کر دیا,0.0,0.0
it cost me a fortune,زین نے وزن کم کیا ہے,یہ مجھے ایک خوش قسمتی کی لاگت آئے گی,مجھے ایک ثروت ملتی ہے,0.0,8.745825313180632
zain has lost weight,اس چیک کی توثیق کریں۔,زین کا وزن کم ہو گیا ہے۔,زینب نے وزن کم کر دیا,0.0,0.0
endorse this check,کیا تم مارنا چاہتے ہو؟,اس چیک کی توثیق کریں۔,اس چیک کو قبول کریں,0.0,0.0
do you wanna get beaten up,وہ اسے پسند کرتے تھے,کیا تم مارنا چاہتے ہو؟,کیا آپ کو ہراساں کرنا چاہتے ہیں,0.0,0.0
theyd like that,زین کے پاس کوئی ٹوپی نہیں ہے۔,وہ اسے پسند کرتے تھے,اس طرح کے ڈیوڈ,0.0,7.545383788761362
zain has no hat on,زین کو شکایت نہیں ہے۔,زین کے پاس کوئی ٹوپی نہیں ہے۔,زینب کا کوئی کپڑا نہیں ہے,14.535768424205482,8.116697886877475
zain doesnt complain,یہ کتاب بورنگ ہے,زین کو شکایت نہیں ہے۔,زینب نے شکایت نہیں کی,0.0,0.0
this book is boring,برائے مہربانی، یہاں دستخط کرے۔,یہ کتاب بورنگ ہے,یہ کتاب تھک گئی ہے,0.0,0.0
"sign here, please",تم لوگ انتظار کرو,براہ کرم یہاں دستخط کریں۔,یہاں ملاحظہ کریں براہ مہربانی,0.0,0.0
wait you guys,میں نے آپ کو یہ سمجھا,تم لوگ انتظار کرو,انتظار کر رہے ہیں دوستو,0.0,0.0
i got you this,اصلی مرد چائے پیتے ہیں۔,میں نے آپ کو یہ سمجھا,میں نے تمہیں یہ,0.0,0.0
real men drink tea,کیا آپ اسے لیں گے؟,اصلی مرد چائے پیتے ہیں۔,حقیقی مرد چائے پیتے ہیں,0.0,0.0
will you take it,میں نے کیا جیسا کہ مجھے بتایا گیا تھا۔,کیا آپ اسے لیں گے؟,آپ اسے لے جائیں گے,4.799810699119212,0.0
i did as i was told,زین آج مصروف لگ رہا ہے۔,میں نے کیا جیسا کہ مجھے بتایا گیا تھا۔,میں نے کیا جیسا کہ مجھے بتایا گیا تھا,0.0,0.0
zain looks busy today,میں تھوڑا متجسس ہوں۔,زین آج مصروف لگ رہا ہے۔,زینب آج مشغول نظر آتا ہے,0.0,0.0
i am a little curious,وہ اب پڑھ رہا ہے,میں تھوڑا متجسس ہوں۔,میں تھوڑا کنجکاو ہوں,0.0,0.0
he is studying now,آپ بہتر کر سکتے ہیں,وہ اب پڑھ رہا ہے,اب وہ مطالعہ کر رہا ہے,0.0,8.116697886877475
you could do better,آپ کو شاندار خوشبو آ رہی ہے۔,آپ بہتر کر سکتے ہیں,آپ بہتر کر سکتے ہیں,7.160476144948854,7.160476144948854
you smell wonderful,زین جیت گیا,آپ کو شاندار خوشبو آ رہی ہے۔,اچھا بو لگتا ہے,0.0,0.0
zain was victorious,زین حیران ہے,زین جیت گیا,زینب جیتنے والا تھا,27.516060407455225,0.0
zain is flabbergasted,کیا میں دیر سے ہوں,زین حیران ہے,زینب بھاگتا ہے,0.0,0.0
am i late,میں تیراکی میں غریب ہوں۔,کیا میں دیر کر رہا ہوں؟,میں دیر ہو گیا ہوں,8.116697886877475,10.682175159905853
i am poor at swimming,کیا آپ یہ کرسکتے ہیں,میں تیراکی میں غریب ہوں۔,میں بھاری ہوں جب میں شنا کرتا ہوں,0.0,0.0
can you do this,میں پکڑ رہا ہوں,کیا آپ یہ کر سکتے ہیں؟,آپ یہ کر سکتے ہیں,0.0,0.0
i am catching on,میں انڈیا گیا ہوں۔,میں پکڑ رہا ہوں,میں پکڑ رہا ہوں,15.97357760615681,15.97357760615681
i have been to india,زین کا دل مہربان ہے۔,میں انڈیا گیا ہوں۔,میں ہندوستان میں تھا,0.0,0.0
zain has a kind heart,کیا آپ ذہنی طور پر بیمار ہیں؟,زین کا دل مہربان ہے۔,زینب ایک خوبصورت دل ہے,0.0,0.0
are you mentally ill,میں اپنے راستے پر ہوں,کیا آپ ذہنی طور پر بیمار ہیں؟,کیا آپ ذہنی طور پر بیمار ہیں,6.567274736060395,6.567274736060395
i am on my way,مجھے یہ بہت پسند ہے,میں اپنے راستے پر ہوں,میں اپنے راستے پر ہوں,0.0,0.0
i like it very much,کیا آپ زین کے وکیل ہیں؟,مجھے یہ بہت پسند ہے۔,مجھے یہ بہت پسند ہے,0.0,0.0
are you zains lawyer,کیا کبھی کسی نے اس کے بارے میں سوچا ہے؟,کیا آپ زین کے وکیل ہیں؟,کیا آپ ایک وکیل ہیں,4.955725306405571,3.9297526283216277
has anybody ever thought of this,اس گدگدی کو روکو,کیا کبھی کسی نے اس کے بارے میں سوچا ہے؟,کسی نے کبھی یہ سوچا ہے,4.196114906296549,0.0
stop that tickles,براہ کرم مجھے سونے دو,اس گدگدی کو روکو,ٹکڑے ٹکڑے ٹکڑے,0.0,0.0
please let me sleep,ایسی باتیں مت کرو,براہ کرم مجھے سونے دو,براہ مہربانی مجھے سو جاؤ,0.0,0.0
dont say such things,تم ایک ہوشیار لڑکے ہو,ایسی باتیں مت کرو,اس طرح کی باتیں نہ کہو,0.0,0.0
you are a smart boy,آپ ناخواندہ ہیں,تم ایک ہوشیار لڑکے ہو,آپ ایک ذہین لڑکے ہیں,0.0,12.70331870386537
you are illiterate,یہ ایک بہت اچھا خیال ہے,آپ ناخواندہ ہیں,آپ بے حیائی ہیں,0.0,0.0
this is a great idea,کیا آپ کے پاس کنگھی ہے؟,یہ ایک بہت اچھا خیال ہے,یہ ایک اچھا خیال ہے,0.0,0.0
do you have a comb,آپ کو ٹام کو فون کرنا ہوگا۔,کیا آپ کے پاس کنگھی ہے؟,کیا آپ کے پاس ایک بونس ہے,6.870636427700047,6.567274736060395
you have to call tom,یہ متاثر کن تھا,آپ کو ٹام کو فون کرنا ہوگا۔,آپ کو ٹام کہا جانا چاہئے,0.0,0.0
it was impressive,بس میری زندگی سے دور ہو جاؤ,یہ متاثر کن تھا,حیرت انگیز تھا,0.0,0.0
just go away,میں چل نہیں سکتا تھا۔,بس چلے جاؤ,صرف دور جاؤ,0.0,0.0
i couldnt walk,زین کافی موڈی ہے۔,میں چل نہیں سکتا تھا۔,میں چل نہیں سکتا,0.0,0.0
zain is quite moody,تم مجھے روک نہیں سکتے,زین کافی موڈی ہے۔,زینب بہت مزہ آتا ہے,0.0,0.0
you cant stop me,کیا ابھی بارش ہو رہی ہے,تم مجھے روک نہیں سکتے,آپ مجھے روک سکتے ہیں,0.0,0.0
is it raining now,میں اس سے کلب میں ملا,کیا اب بارش ہو رہی ہے؟,اب بارش ہو رہی ہے,0.0,0.0
i met him at a club,ثابت قدم تھے,میں اس سے کلب میں ملا,میں نے ایک کلب میں اس سے ملاقات کی,0.0,0.0
were persevering,وہ ایک بس ڈرائیور ہے,ثابت قدم تھے,صبر کرنے والا تھا,0.0,0.0
he is a bus driver,وہ سگریٹ نہیں پیتی,وہ ایک بس ڈرائیور ہے,وہ ایک بس ڈرائیور ہے,10.682175159905853,10.682175159905853
she does not smoke,میں آم کھانا چاہتا ہوں۔,وہ سگریٹ نہیں پیتی,وہ تمباکو نوشی نہیں کرتا,0.0,0.0
i want to eat a mango,میں نے اپنی کار کی چابیاں کھو دیں۔,میں آم کھانا چاہتا ہوں۔,میں ایک مانگو کھانا چاہتا ہوں,5.862502026550899,5.815868174415823
i lost my car keys,زین ناقابل تصور ہے,میں نے اپنی کار کی چابیاں کھو دیں۔,میں نے اپنی گاڑی کی کلید کھو دی,0.0,0.0
zain is unimaginative,زین وہاں نہیں ہو سکتا,زین ناقابل تصور ہے,زینب بے تصور ہے,12.44023474812678,0.0
zain may not be there,وہ دیوالیہ ہے,زین وہاں نہیں ہو سکتا,زینب وہاں نہیں ہو سکتا,0.0,0.0
he is bankrupt,میں بہت بھرا ہوا ہوں,وہ دیوالیہ ہے,وہ ورلڈپریس ہے,0.0,0.0
i am so full,اسے کہو کہ مجھے کال کرے۔,میں بہت بھرا ہوا ہوں,میں اتنا بھاری ہوں,0.0,0.0
tell him to call me,یہ چلے گا,اسے کہو کہ مجھے کال کرے۔,مجھے بلانے کے لئے اس کو بتائیں,0.0,0.0
that will do,مجھے بری طرح خون بہہ رہا ہے۔,یہ کرے گا,یہ کرے گا,0.0,0.0
i am bleeding badly,اس نے مشکل زندگی گزاری۔,مجھے بری طرح خون بہہ رہا ہے۔,میں برا خونریزی کرتا ہوں,0.0,0.0
he lived a hard life,زین بھاگ گیا,اس نے مشکل زندگی گزاری۔,وہ سخت زندگی گزارتا ہے,0.0,0.0
zain ran off,صفحہ نمبر دس سے رجوع کرے۔,زین بھاگ گیا,زینب بھاگ گیا,0.0,0.0
please refer to page ten,وہ کوئی ڈاکٹر نہیں ہے,براہ کرم صفحہ دس کا حوالہ دیں۔,براہ مہربانی صفحہ 10 پر ملاحظہ کریں,0.0,0.0
he is no doctor,میں پیاسا ہوں,وہ کوئی ڈاکٹر نہیں ہے,وہ ڈاکٹر نہیں ہے,0.0,0.0
i am thirsty,وہ میری عزت کرتا ہے۔,میں پیاسا ہوں,مجھے تشنگی ہے,0.0,0.0
he respects me,میں باسکی پڑھا رہا ہوں۔,وہ میرا احترام کرتا ہے,وہ مجھ پر احترام کرتا ہے,0.0,0.0
i am teaching basque,یہ پریشان کن ہے,میں باسکی پڑھا رہا ہوں۔,میں باسک کی تعلیم دیتا ہوں,0.0,0.0
thats upsetting,کیا آپ لچکدار ہیں؟,یہ پریشان کن ہے,یہ مزاحمت,0.0,0.0
are you flexible,میری پتلون ڈھیلی ہے۔,کیا آپ لچکدار ہیں؟,آپ مرضی ہیں,0.0,0.0
my trousers are loose,زین ایسا نہیں سوچتا,میری پتلون ڈھیلی ہے۔,میرے پیارے پیارے ہیں,0.0,0.0
zain doesnt think so,زین نے مجھے بچانے کی کوشش کی۔,زین ایسا نہیں سوچتا,زینب نے ایسا نہیں سوچا,7.545383788761362,7.160476144948854
zain tried to save me,نرم لیکن مضبوط ہو,زین نے مجھے بچانے کی کوشش کی۔,زینب نے مجھے بچانے کی کوشش کی,0.0,0.0
be gentle but firm,ہم میٹھی چاہتے تھے,نرم لیکن مضبوط ہو,ہلکے لیکن مضبوط رہنا,0.0,0.0
we wanted dessert,مجھے اخبار لاؤ,ہم میٹھی چاہتے تھے,ہم ڈسٹرٹ چاہتے ہیں,0.0,0.0
get me the newspaper,زین اس پر قابو پا لے گا۔,مجھے اخبار لاؤ,مجھے صحافت لے آؤ,0.0,7.545383788761362
zain will get over it,یہ برف کی طرح ٹھنڈا ہے۔,زین اس پر قابو پا لے گا۔,زینب اس پر قابو پائے گا,0.0,0.0
its as cold as ice,زین نے کچھ دیکھا؟,یہ برف کی طرح ٹھنڈا ہے۔,ٹھنڈا ہے جیسے یخ,0.0,0.0
did zain see anything,یہ جوتے اس کے ہیں۔,زین نے کچھ دیکھا؟,زینب نے کچھ دیکھا,0.0,0.0
these shoes are hers,میں گھر میں بیمار محسوس کرتا ہوں۔,یہ جوتے اس کے ہیں۔,یہ کپڑے وہی ہیں,0.0,0.0
i feel homesick,یہ کیا شور ہے,میں گھر میں بیمار محسوس کرتا ہوں۔,مجھے لگتا ہے کہ ہوم,0.0,10.682175159905853
what is this noise,آپ میں کیا آیا,یہ کیا شور ہے,یہ آواز کیا ہے,15.97357760615681,15.97357760615681
what got into you,کیا وہ خوبصورت ہے,تم میں کیا آیا,تم میں کیا ہوا,15.97357760615681,15.97357760615681
is she beautiful,میں مشکل سے انتظار کر سکتا ہوں۔,کیا وہ خوبصورت ہے؟,وہ خوبصورت ہے,0.0,0.0
i can hardly wait,یہ مضحکہ خیز لگ رہا ہے,میں مشکل سے انتظار کر سکتا ہوں۔,میں انتظار نہیں کر سکتا,0.0,0.0
it looks ridiculous,غیر اہم,یہ مضحکہ خیز لگ رہا ہے,مضحکہ خیز لگتا ہے,0.0,0.0
its not important,ہم کتنے خوش قسمت ہیں,یہ اہم نہیں ہے,اہم نہیں ہے,0.0,0.0
how lucky we are,میں اسے بہتر دیکھتا,ہم کتنے خوش قسمت ہیں,ہم کتنا خوش قسمت ہیں,0.0,0.0
i had better see him,ہمارے بارے میں مت بھولنا,میں اسے بہتر دیکھتا,میں نے اسے دیکھنے کے لئے بہتر تھا,12.44023474812678,5.522397783539471
dont forget about us,زین ہمیشہ ہارتا ہے۔,ہمارے بارے میں مت بھولنا,ہمیں نہیں بھولنا,0.0,0.0
zain always loses,یہ میرے لیے لے جاؤ,زین ہمیشہ ہارتا ہے۔,زینب ہمیشہ کھو دیتا ہے,0.0,0.0
carry this for me,مجھے معافی مانگنی چاہیے۔,یہ میرے لیے لے جاؤ,یہ میرے لئے لے جاؤ,0.0,0.0
i must apologize,میں آپ کی شرائط قبول کرتا ہوں۔,مجھے معافی مانگنی چاہیے۔,مجھے معافی مانگنی چاہیے,0.0,0.0
i accept your terms,وہ شادی شدہ ہے جبکہ میں بیچلر ہوں۔,میں آپ کی شرائط قبول کرتا ہوں۔,میں آپ کی شرائط قبول کرتا ہوں,6.770186228657867,5.693025330278465
she is married while i am a bachelor,یہ کتنا وسیع ہے,وہ شادی شدہ ہے جبکہ میں بیچلر ہوں۔,وہ شادی کر رہی ہے جب میں ایک بیکٹیریا ہوں,5.522397783539471,4.196114906296549
how wide is it,میں نے کسی کو نہیں دیکھا,یہ کتنا وسیع ہے,کتنا وسیع ہے,0.0,0.0
